IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
3.235.245.37,443,443,true,IAD,North America,US,Ashburn,249,6.40
35.88.173.2,443,443,true,PDX,North America,US,Portland,378,6.40
98.82.137.210,443,443,true,IAD,North America,US,Ashburn,264,6.39
34.239.155.41,443,443,true,IAD,North America,US,Ashburn,239,6.38
54.191.141.108,443,443,true,PDX,North America,US,Portland,363,6.38
34.204.197.213,443,443,true,IAD,North America,US,Ashburn,359,6.37
44.210.100.119,443,443,true,IAD,North America,US,Ashburn,294,6.36
204.110.223.142,80,443,true,CMH,North America,US,Columbus,281,6.36
204.110.223.4,80,443,true,ORD,North America,US,Chicago,280,6.35
44.220.254.104,443,443,true,IAD,North America,US,Ashburn,254,6.35
3.236.9.122,443,443,true,IAD,North America,US,Ashburn,336,6.34
204.110.223.80,80,443,true,CMH,North America,US,Columbus,310,6.34
44.200.22.3,443,443,true,IAD,North America,US,Ashburn,237,6.33
44.192.18.164,443,443,true,IAD,North America,US,Ashburn,347,6.33
204.110.223.12,443,443,true,ORD,North America,US,Chicago,319,6.32
67.226.221.76,80,443,true,SJC,North America,US,San Jose,193,6.31
52.47.108.158,443,443,true,AMS,Europe,NL,Amsterdam,431,6.31
35.182.58.110,443,443,true,YUL,North America,CA,Montréal,281,6.31
44.211.237.212,443,443,true,IAD,North America,US,Ashburn,330,6.30
3.142.144.203,443,443,true,IAD,North America,US,Ashburn,331,6.30
44.221.74.17,443,443,true,IAD,North America,US,Ashburn,306,6.30
3.145.35.249,8443,443,true,IAD,North America,US,Ashburn,249,6.29
52.27.192.206,443,443,true,SEA,North America,US,Seattle,378,6.28
34.219.53.148,443,443,true,PDX,North America,US,Portland,314,6.27
204.110.223.123,80,443,true,ORD,North America,US,Chicago,273,6.27
204.110.223.119,443,443,true,CMH,North America,US,Columbus,280,6.27
44.201.71.133,443,443,true,IAD,North America,US,Ashburn,268,6.26
204.110.223.109,443,443,true,CMH,North America,US,Columbus,320,6.24
67.226.222.53,80,443,true,CMH,North America,US,Columbus,316,6.24
50.17.156.116,443,443,true,IAD,North America,US,Ashburn,243,6.19
44.220.63.3,443,443,true,IAD,North America,US,Ashburn,304,6.19
3.218.234.33,443,443,true,IAD,North America,US,Ashburn,394,6.17
204.110.223.60,80,443,true,CMH,North America,US,Columbus,274,6.14
35.180.114.230,443,443,true,AMS,Europe,NL,Amsterdam,299,6.13
67.226.222.235,80,443,true,CMH,North America,US,Columbus,303,6.12
54.185.237.28,443,443,true,SEA,North America,US,Seattle,377,6.11
3.16.207.203,443,443,true,IAD,North America,US,Ashburn,306,6.11
204.110.223.136,80,443,true,CMH,North America,US,Columbus,275,6.10
204.110.223.155,80,443,true,CMH,North America,US,Columbus,277,6.08
204.110.223.92,80,443,true,ORD,North America,US,Chicago,279,6.08
34.236.190.235,443,443,true,IAD,North America,US,Ashburn,327,6.07
67.226.221.24,80,443,true,SJC,North America,US,San Jose,468,6.06
204.110.220.165,80,443,true,SJC,North America,US,San Jose,242,6.05
3.92.91.135,443,443,true,IAD,North America,US,Ashburn,243,6.05
204.110.223.203,443,443,true,ORD,North America,US,Chicago,284,6.04
54.202.86.65,443,443,true,SEA,North America,US,Seattle,232,6.01
44.201.106.124,443,443,true,IAD,North America,US,Ashburn,256,6.00
3.97.173.206,80,443,true,YUL,North America,CA,Montréal,245,5.99
204.110.223.18,80,443,true,CMH,North America,US,Columbus,316,5.99
34.229.64.142,443,443,true,IAD,North America,US,Ashburn,260,5.98
54.172.226.111,2053,443,true,IAD,North America,US,Ashburn,233,5.97
54.210.245.85,443,443,true,IAD,North America,US,Ashburn,255,5.97
67.226.222.131,80,443,true,ORD,North America,US,Chicago,484,5.97
18.222.145.58,443,443,true,ORD,North America,US,Chicago,321,5.97
98.81.28.108,443,443,true,IAD,North America,US,Ashburn,317,5.96
3.146.65.122,2083,443,true,IAD,North America,US,Ashburn,293,5.94
35.180.140.139,443,443,true,AMS,Europe,NL,Amsterdam,399,5.94
3.140.211.75,443,443,true,IAD,North America,US,Ashburn,339,5.93
204.110.221.138,80,443,true,YUL,North America,CA,Montréal,294,5.93
204.110.221.110,80,443,true,YUL,North America,CA,Montréal,291,5.92
204.110.221.142,80,443,true,YUL,North America,CA,Montréal,290,5.92
204.110.223.105,80,443,true,ORD,North America,US,Chicago,329,5.92
204.110.223.253,80,443,true,CMH,North America,US,Columbus,304,5.92
35.182.7.190,80,443,true,YUL,North America,CA,Montréal,452,5.91
54.81.103.76,443,443,true,IAD,North America,US,Ashburn,403,5.91
204.110.221.154,80,443,true,YUL,North America,CA,Montréal,282,5.91
3.96.135.92,443,443,true,YUL,North America,CA,Montréal,285,5.88
204.110.221.226,80,443,true,YUL,North America,CA,Montréal,295,5.88
44.200.172.13,443,443,true,IAD,North America,US,Ashburn,360,5.87
204.110.221.115,80,443,true,YUL,North America,CA,Montréal,286,5.87
34.225.195.136,443,443,true,IAD,North America,US,Ashburn,328,5.87
35.182.7.190,80,443,true,YUL,North America,CA,Montréal,338,5.86
204.110.221.167,80,443,true,YUL,North America,CA,Montréal,291,5.85
204.110.221.128,443,443,true,YUL,North America,CA,Montréal,302,5.85
204.110.221.23,80,443,true,YUL,North America,CA,Montréal,309,5.84
34.219.53.148,443,443,true,PDX,North America,US,Portland,450,5.84
204.110.221.74,80,443,true,YUL,North America,CA,Montréal,290,5.84
3.28.199.169,443,443,true,MRS,Europe,FR,Marseille,286,5.83
54.90.71.182,2083,443,true,IAD,North America,US,Ashburn,257,5.82
44.222.188.109,443,443,true,IAD,North America,US,Ashburn,325,5.81
3.144.191.4,443,443,true,ORD,North America,US,Chicago,326,5.79
35.183.163.195,80,443,true,YUL,North America,CA,Montréal,257,5.78
204.110.223.236,80,443,true,CMH,North America,US,Columbus,276,5.78
35.183.163.195,80,443,true,YUL,North America,CA,Montréal,332,5.77
54.191.176.232,443,443,true,PDX,North America,US,Portland,289,5.76
44.227.78.80,443,443,true,PDX,North America,US,Portland,328,5.76
47.129.186.7,443,443,true,SIN,Asia Pacific,SG,Singapore,214,5.74
204.110.221.221,80,443,true,YUL,North America,CA,Montréal,291,5.73
54.90.71.182,2096,443,true,IAD,North America,US,Ashburn,266,5.73
204.110.221.245,443,443,true,YUL,North America,CA,Montréal,283,5.69
204.110.221.37,80,443,true,YUL,North America,CA,Montréal,300,5.68
204.110.221.128,80,443,true,YUL,North America,CA,Montréal,280,5.68
35.182.7.190,443,443,true,YUL,North America,CA,Montréal,371,5.68
204.110.221.194,80,443,true,YUL,North America,CA,Montréal,286,5.66
204.110.221.73,80,443,true,YUL,North America,CA,Montréal,291,5.66
204.110.221.182,80,443,true,YUL,North America,CA,Montréal,308,5.66
204.110.221.35,80,443,true,YUL,North America,CA,Montréal,288,5.64
204.110.221.167,443,443,true,YUL,North America,CA,Montréal,278,5.63
54.89.91.89,443,443,true,IAD,North America,US,Ashburn,336,5.63
3.128.189.193,443,443,true,IAD,North America,US,Ashburn,278,5.61
204.110.221.115,443,443,true,YUL,North America,CA,Montréal,291,5.60
3.97.173.206,80,443,true,YUL,North America,CA,Montréal,251,5.59
3.29.115.162,8443,443,true,MXP,Europe,IT,Milan,339,5.57
35.183.163.195,443,443,true,YUL,North America,CA,Montréal,328,5.56
35.81.207.167,443,443,true,PDX,North America,US,Portland,252,5.56
3.28.199.214,443,443,true,MRS,Europe,FR,Marseille,280,5.56
3.29.102.89,443,443,true,MRS,Europe,FR,Marseille,351,5.54
44.209.27.139,8443,443,true,IAD,North America,US,Ashburn,374,5.53
204.110.221.165,80,443,true,YUL,North America,CA,Montréal,288,5.50
204.110.221.52,443,443,true,YUL,North America,CA,Montréal,301,5.49
204.110.221.251,80,443,true,YUL,North America,CA,Montréal,286,5.49
52.38.6.43,443,443,true,SEA,North America,US,Seattle,310,5.48
204.110.221.119,80,443,true,YUL,North America,CA,Montréal,288,5.44
204.110.223.206,80,443,true,CMH,North America,US,Columbus,282,5.42
52.89.97.12,443,443,true,PDX,North America,US,Portland,261,5.41
204.110.221.133,80,443,true,YUL,North America,CA,Montréal,294,5.40
3.28.240.153,8443,443,true,MXP,Europe,IT,Milan,372,5.38
204.110.221.251,443,443,true,YUL,North America,CA,Montréal,283,5.34
67.226.222.61,80,443,true,CMH,North America,US,Columbus,353,5.33
35.183.163.195,443,443,true,YUL,North America,CA,Montréal,257,5.33
204.110.221.154,443,443,true,YUL,North America,CA,Montréal,283,5.32
3.15.147.151,2083,443,true,YYZ,North America,CA,Toronto,370,5.32
204.110.221.110,443,443,true,YUL,North America,CA,Montréal,285,5.31
3.28.199.214,443,443,true,MRS,Europe,FR,Marseille,307,5.27
204.110.223.225,80,443,true,CMH,North America,US,Columbus,278,5.25
52.11.38.216,443,443,true,SEA,North America,US,Seattle,281,5.25
34.200.255.151,80,443,true,IAD,North America,US,Ashburn,267,5.21
204.110.221.52,80,443,true,YUL,North America,CA,Montréal,274,5.20
204.110.223.29,80,443,true,ORD,North America,US,Chicago,318,5.17
3.15.147.151,2083,443,true,IAD,North America,US,Ashburn,233,5.15
204.110.221.165,443,443,true,YUL,North America,CA,Montréal,290,5.14
3.139.79.30,443,443,true,IAD,North America,US,Ashburn,290,5.14
35.182.7.190,443,443,true,YUL,North America,CA,Montréal,409,5.13
204.110.221.195,443,443,true,YUL,North America,CA,Montréal,291,5.13
204.110.223.59,443,443,true,ORD,North America,US,Chicago,326,5.13
44.243.246.190,443,443,true,PDX,North America,US,Portland,363,5.13
52.4.8.214,443,443,true,IAD,North America,US,Ashburn,375,5.10
204.110.221.93,80,443,true,YUL,North America,CA,Montréal,300,5.08
18.188.90.219,443,443,true,IAD,North America,US,Ashburn,400,5.07
204.110.221.42,80,443,true,YUL,North America,CA,Montréal,282,5.07
52.38.6.43,443,443,true,PDX,North America,US,Portland,266,5.06
34.199.107.38,80,443,false,IAD,North America,US,Ashburn,255,5.00
40.172.138.81,443,443,true,MRS,Europe,FR,Marseille,359,4.88
3.139.107.127,443,443,true,IAD,North America,US,Ashburn,292,4.85
40.172.138.81,443,443,true,MRS,Europe,FR,Marseille,277,4.85
3.133.148.200,443,443,true,IAD,North America,US,Ashburn,379,4.81
3.144.191.4,443,443,true,ORD,North America,US,Chicago,343,4.80
3.139.83.4,443,443,true,IAD,North America,US,Ashburn,232,4.77
204.110.223.203,80,443,true,CMH,North America,US,Columbus,312,4.77
3.128.253.42,2053,443,true,ORD,North America,US,Chicago,385,4.77
3.15.37.44,443,443,true,IAD,North America,US,Ashburn,321,4.74
18.220.206.47,443,443,true,IAD,North America,US,Ashburn,431,4.73
54.185.29.124,443,443,true,PDX,North America,US,Portland,268,4.72
3.143.227.52,443,443,true,IAD,North America,US,Ashburn,311,4.72
3.140.217.111,443,443,true,IAD,North America,US,Ashburn,325,4.72
3.128.24.253,443,443,true,IAD,North America,US,Ashburn,392,4.69
3.28.240.153,2053,443,true,MXP,Europe,IT,Milan,308,4.68
204.110.223.88,80,443,true,ORD,North America,US,Chicago,281,4.67
204.110.223.105,443,443,true,CMH,North America,US,Columbus,266,4.66
3.21.234.229,443,443,true,YYZ,North America,CA,Toronto,238,4.64
204.110.221.191,80,443,true,YUL,North America,CA,Montréal,299,4.63
3.144.211.153,443,443,true,IAD,North America,US,Ashburn,243,4.61
204.110.221.153,80,443,true,YUL,North America,CA,Montréal,296,4.61
3.141.14.155,443,443,true,IAD,North America,US,Ashburn,258,4.59
3.128.170.109,443,443,true,IAD,North America,US,Ashburn,292,4.57
3.128.206.213,8443,443,true,IAD,North America,US,Ashburn,361,4.56
3.146.145.210,443,443,true,ORD,North America,US,Chicago,293,4.52
3.128.18.136,443,443,true,IAD,North America,US,Ashburn,350,4.51
40.172.42.247,8443,443,true,MXP,Europe,IT,Milan,332,4.50
3.129.87.88,443,443,true,IAD,North America,US,Ashburn,241,4.50
3.128.189.193,443,443,true,IAD,North America,US,Ashburn,237,4.49
3.129.43.156,443,443,true,IAD,North America,US,Ashburn,252,4.49
3.143.111.229,443,443,true,IAD,North America,US,Ashburn,328,4.48
52.88.19.63,443,443,true,SEA,North America,US,Seattle,343,4.48
35.87.0.173,443,443,true,SEA,North America,US,Seattle,250,4.47
3.139.107.127,443,443,true,IAD,North America,US,Ashburn,231,4.47
3.138.202.213,443,443,true,IAD,North America,US,Ashburn,322,4.46
18.117.221.196,443,443,true,IAD,North America,US,Ashburn,234,4.45
204.110.223.182,80,443,true,CMH,North America,US,Columbus,278,4.45
3.135.194.214,443,443,true,IAD,North America,US,Ashburn,262,4.44
3.146.105.69,443,443,true,IAD,North America,US,Ashburn,308,4.44
204.110.221.145,80,443,true,YUL,North America,CA,Montréal,290,4.42
3.144.218.219,443,443,true,IAD,North America,US,Ashburn,275,4.42
18.216.33.184,443,443,true,IAD,North America,US,Ashburn,336,4.40
18.223.188.248,443,443,true,IAD,North America,US,Ashburn,283,4.39
3.141.223.191,8443,443,true,ORD,North America,US,Chicago,323,4.38
204.110.223.178,80,443,true,ORD,North America,US,Chicago,278,4.38
63.177.77.128,443,443,true,FRA,Europe,DE,Frankfurt,323,4.36
3.15.5.71,443,443,true,IAD,North America,US,Ashburn,261,4.35
3.146.105.69,443,443,true,IAD,North America,US,Ashburn,241,4.35
34.222.0.198,443,443,true,PDX,North America,US,Portland,229,4.34
3.135.247.207,443,443,true,IAD,North America,US,Ashburn,241,4.34
3.144.182.38,443,443,true,IAD,North America,US,Ashburn,232,4.34
18.226.163.56,8443,443,true,ORD,North America,US,Chicago,240,4.32
204.110.221.60,80,443,true,YUL,North America,CA,Montréal,293,4.31
34.217.104.157,443,443,true,SEA,North America,US,Seattle,350,4.30
3.142.195.147,443,443,true,IAD,North America,US,Ashburn,348,4.30
67.226.221.163,443,443,true,SJC,North America,US,San Jose,293,4.30
18.219.92.34,443,443,true,IAD,North America,US,Ashburn,281,4.29
40.172.42.247,8443,443,true,MXP,Europe,IT,Milan,366,4.28
3.129.62.135,443,443,true,IAD,North America,US,Ashburn,224,4.28
3.22.51.119,443,443,true,YYZ,North America,CA,Toronto,300,4.27
3.128.253.42,2053,443,true,ORD,North America,US,Chicago,255,4.27
204.110.221.195,80,443,true,YUL,North America,CA,Montréal,285,4.23
3.133.128.128,8443,443,true,IAD,North America,US,Ashburn,234,4.23
3.149.244.197,443,443,true,IAD,North America,US,Ashburn,362,4.23
204.110.221.164,80,443,true,YUL,North America,CA,Montréal,288,4.21
3.140.190.84,443,443,true,IAD,North America,US,Ashburn,265,4.21
3.21.204.144,443,443,true,IAD,North America,US,Ashburn,335,4.21
67.226.222.10,80,443,true,ORD,North America,US,Chicago,441,4.21
3.17.130.191,443,443,true,IAD,North America,US,Ashburn,351,4.20
204.110.223.12,80,443,true,CMH,North America,US,Columbus,319,4.20
204.110.221.82,80,443,true,YUL,North America,CA,Montréal,288,4.19
54.148.167.46,443,443,true,SEA,North America,US,Seattle,226,4.18
3.22.241.99,443,443,true,ORD,North America,US,Chicago,504,4.18
18.221.62.181,443,443,true,IAD,North America,US,Ashburn,240,4.18
204.110.223.171,80,443,true,ORD,North America,US,Chicago,284,4.16
3.138.196.92,443,443,true,IAD,North America,US,Ashburn,234,4.16
3.22.119.189,443,443,true,IAD,North America,US,Ashburn,333,4.15
3.19.59.55,443,443,true,IAD,North America,US,Ashburn,368,4.14
18.188.58.86,443,443,true,ORD,North America,US,Chicago,280,4.14
18.117.143.106,443,443,true,IAD,North America,US,Ashburn,316,4.13
18.117.155.54,443,443,true,IAD,North America,US,Ashburn,321,4.13
18.226.172.11,443,443,true,IAD,North America,US,Ashburn,297,4.13
3.17.188.244,443,443,true,IAD,North America,US,Ashburn,355,4.12
204.110.221.245,80,443,true,YUL,North America,CA,Montréal,291,4.12
3.144.218.219,443,443,true,IAD,North America,US,Ashburn,236,4.11
18.216.255.66,443,443,true,IAD,North America,US,Ashburn,248,4.10
3.140.249.246,443,443,true,IAD,North America,US,Ashburn,352,4.10
3.129.43.156,443,443,true,IAD,North America,US,Ashburn,270,4.10
3.135.217.81,443,443,true,IAD,North America,US,Ashburn,343,4.08
18.117.121.177,443,443,true,IAD,North America,US,Ashburn,240,4.07
3.145.49.119,8443,443,true,ORD,North America,US,Chicago,253,4.06
3.144.39.47,443,443,true,IAD,North America,US,Ashburn,233,4.05
3.137.221.83,443,443,true,IAD,North America,US,Ashburn,282,4.04
3.142.146.246,443,443,true,IAD,North America,US,Ashburn,301,4.03
3.128.18.136,443,443,true,IAD,North America,US,Ashburn,238,4.02
3.128.27.250,443,443,true,IAD,North America,US,Ashburn,239,4.02
3.23.128.123,443,443,true,IAD,North America,US,Ashburn,384,4.01
3.141.223.191,2053,443,true,ORD,North America,US,Chicago,250,4.00
